accession,Entry Name,organism,ec_number,length,protein_name,taxonomic_group,length_bin,ec_main_class
Q28FQ6,ADPRS_XENTR,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),3.2.1.143; 3.2.2.-; 3.5.1.-,350,ADP-ribosylhydrolase ARH3 (ADP-ribose glycohydrolase ARH3) (ADP-ribosylhydrolase 3) (O-acetyl-ADP-ribose deacetylase ARH3) (EC 3.5.1.-) (Poly(ADP-ribose) glycohydrolase ARH3) (EC 3.2.1.143) ([Protein ADP-ribosylarginine] hydrolase-like protein 2) ([Protein ADP-ribosylserine] hydrolase) (EC 3.2.2.-),Amphibians,"(340, 350]",3
A0A0C2W6G2,IBOA_AMAMK,Amanita muscaria (strain Koide BX008),6.2.-.-,520,AMP-binding domain-containing enzyme iboA (EC 6.2.-.-) (Ibotenic acid biosynthesis cluster protein A),Protists,"(510, 520]",6
A0A024F9J0,VLMC_LECSP,Lecanicillium sp,6.3.2.-,580,AMP-dependent ligase vlmC (EC 6.3.2.-) (Verlamelin biosynthesis protein C),Protists,"(570, 580]",6
Q5I047,ACKMT_XENLA,Xenopus laevis (African clawed frog),2.1.1.-,226,ATP synthase subunit C lysine N-methyltransferase (EC 2.1.1.-) (Protein N-lysine methyltransferase FAM173B),Amphibians,"(220, 230]",2
P56294,ATPA_CHLVU,Chlorella vulgaris (Green alga),7.1.2.2,506,"ATP synthase subunit alpha, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)",Algae,"(500, 510]",7
Q9TL16,ATPA_NEPOL,Nephroselmis olivacea (Green alga),7.1.2.2,501,"ATP synthase subunit alpha, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)",Algae,"(500, 510]",7
Q20EV9,ATPA_OLTVI,Oltmannsiellopsis viridis (Marine flagellate) (Oltmannsiella viridis),7.1.2.2,498,"ATP synthase subunit alpha, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)",Algae,"(490, 500]",7
Q0P3K5,ATPA_OSTTA,Ostreococcus tauri,7.1.2.2,504,"ATP synthase subunit alpha, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)",Algae,"(500, 510]",7
A6YG64,ATPA_PLETE,Pleurastrum terricola (Filamentous green alga) (Leptosira terrestris),7.1.2.2,506,"ATP synthase subunit alpha, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)",Algae,"(500, 510]",7
Q06SI2,ATPA_STIHE,Stigeoclonium helveticum (Green alga),7.1.2.2,504,"ATP synthase subunit alpha, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)",Algae,"(500, 510]",7
Q1KVU0,ATPA_TETOB,Tetradesmus obliquus (Green alga) (Acutodesmus obliquus),7.1.2.2,507,"ATP synthase subunit alpha, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)",Algae,"(500, 510]",7
Q3ZJ00,ATPA_TUPAK,Tupiella akineta (Green alga) (Pseudendoclonium akinetum),7.1.2.2,502,"ATP synthase subunit alpha, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)",Algae,"(500, 510]",7
O99015,ATPA_PROWI,Prototheca wickerhamii,7.1.2.2,506,"ATP synthase subunit alpha, plastid (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)",Algae,"(500, 510]",7
Q9TMQ4,ATPB_ALBBR,Albuca bracteata (False sea onion) (Ornithogalum longebracteatum),7.1.2.2,495,"ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)",Plants,"(490, 500]",7
Q9TMV0,ATPB_BEARE,Beaucarnea recurvata (Elephant-foot tree),7.1.2.2,495,"ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)",Plants,"(490, 500]",7
P06541,ATPB_CHLRE,Chlamydomonas reinhardtii (Chlamydomonas smithii),7.1.2.2,481,"ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)",Algae,"(480, 490]",7
P32978,ATPB_CHLVU,Chlorella vulgaris (Green alga),7.1.2.2,481,"ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)",Algae,"(480, 490]",7
Q9TMU1,ATPB_CONMJ,Convallaria majalis (Lily of the valley),7.1.2.2,495,"ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)",Plants,"(490, 500]",7
Q9TKI7,ATPB_MEDSA,Medicago sativa (Alfalfa),7.1.2.2,490,"ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)",Plants,"(480, 490]",7
Q9TL34,ATPB_NEPOL,Nephroselmis olivacea (Green alga),7.1.2.2,491,"ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)",Algae,"(490, 500]",7
Q20EW8,ATPB_OLTVI,Oltmannsiellopsis viridis (Marine flagellate) (Oltmannsiella viridis),7.1.2.2,481,"ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)",Algae,"(480, 490]",7
Q0P3P2,ATPB_OSTTA,Ostreococcus tauri,7.1.2.2,483,"ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)",Algae,"(480, 490]",7
A6YGB6,ATPB_PLETE,Pleurastrum terricola (Filamentous green alga) (Leptosira terrestris),7.1.2.2,482,"ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)",Algae,"(480, 490]",7
Q06SG7,ATPB_STIHE,Stigeoclonium helveticum (Green alga),7.1.2.2,484,"ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)",Algae,"(480, 490]",7
Q1KVT0,ATPB_TETOB,Tetradesmus obliquus (Green alga) (Acutodesmus obliquus),7.1.2.2,480,"ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)",Algae,"(470, 480]",7
Q9XQX2,ATPB_TROAR,Trochodendron aralioides (Wheel tree),7.1.2.2,498,"ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)",Plants,"(490, 500]",7
Q3ZJ68,ATPB_TUPAK,Tupiella akineta (Green alga) (Pseudendoclonium akinetum),7.1.2.2,481,"ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)",Algae,"(480, 490]",7
P38482,ATPBM_CHLRE,Chlamydomonas reinhardtii (Chlamydomonas smithii),7.1.2.2,574,"ATP synthase subunit beta, mitochondrial (EC 7.1.2.2)",Algae,"(570, 580]",7
Q9TJR9,ATPB_PROWI,Prototheca wickerhamii,7.1.2.2,481,"ATP synthase subunit beta, plastid (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)",Algae,"(480, 490]",7
B5DHB2,NNRD_DROPS,Drosophila pseudoobscura pseudoobscura (Fruit fly),4.2.1.93,300,ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase),Insects,"(290, 300]",4
B7PBI5,NNRD_IXOSC,Ixodes scapularis (Black-legged tick) (Deer tick),4.2.1.93,303,ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase),Arachnids,"(300, 310]",4
F1Q575,NNRD_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),4.2.1.93,330,ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase) (NAD(P)HX dehydratase),Fish,"(320, 330]",4
Q27543,PFKA_CALFI,Calanus finmarchicus (Calanus tonsus),2.7.1.11,184,ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase),Crustaceans,"(180, 190]",2
P56317,CLPP_CHLVU,Chlorella vulgaris (Green alga),3.4.21.92,201,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp),Algae,"(200, 210]",3
Q9TL09,CLPP_NEPOL,Nephroselmis olivacea (Green alga),3.4.21.92,208,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp),Algae,"(200, 210]",3
Q20F17,CLPP_OLTVI,Oltmannsiellopsis viridis (Marine flagellate) (Oltmannsiella viridis),3.4.21.92,195,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp),Algae,"(190, 200]",3
Q0P3P4,CLPP_OSTTA,Ostreococcus tauri,3.4.21.92,200,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp),Algae,"(190, 200]",3
A6YG63,CLPP_PLETE,Pleurastrum terricola (Filamentous green alga) (Leptosira terrestris),3.4.21.92,196,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp),Algae,"(190, 200]",3
Q3ZJ12,CLPP_TUPAK,Tupiella akineta (Green alga) (Pseudendoclonium akinetum),3.4.21.92,198,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp),Algae,"(190, 200]",3
Q26228,KU70_RHIAP,Rhipicephalus appendiculatus (Brown ear tick),3.6.4.12,600,ATP-dependent DNA helicase 2 subunit 1 (EC 3.6.4.12) (ATP-dependent DNA helicase II 70 kDa subunit) (ATP-dependent DNA helicase II subunit Ku70) (Ku autoantigen protein p70 homolog),Arachnids,"(590, 600]",3
A8IXB8,ASNA2_CHLRE,Chlamydomonas reinhardtii (Chlamydomonas smithii),3.6.-.-,362,ATPase ARSA2 (Cr-ArsA2) (EC 3.6.-.-) (Arsenical pump-driving ATPase 2) (Arsenite-stimulated ATPase 2),Algae,"(360, 370]",3
B0WEV5,ASNA_CULQU,Culex quinquefasciatus (Southern house mosquito) (Culex pungens),3.6.-.-,348,ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase),Insects,"(340, 350]",3
B3MHB7,ASNA_DROAN,Drosophila ananassae (Fruit fly),3.6.-.-,336,ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase),Insects,"(330, 340]",3
B3N9X2,ASNA_DROER,Drosophila erecta (Fruit fly),3.6.-.-,336,ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase),Insects,"(330, 340]",3
B4J4F6,ASNA_DROGR,Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi),3.6.-.-,336,ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase),Insects,"(330, 340]",3
B4KTG7,ASNA_DROMO,Drosophila mojavensis (Fruit fly),3.6.-.-,332,ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase),Insects,"(330, 340]",3
B4H8J5,ASNA_DROPE,Drosophila persimilis (Fruit fly),3.6.-.-,336,ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase),Insects,"(330, 340]",3
B4HR35,ASNA_DROSE,Drosophila sechellia (Fruit fly),3.6.-.-,335,ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase),Insects,"(330, 340]",3
B4QEC4,ASNA_DROSI,Drosophila simulans (Fruit fly),3.6.-.-,336,ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase),Insects,"(330, 340]",3
B4LN33,ASNA_DROVI,Drosophila virilis (Fruit fly),3.6.-.-,336,ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase),Insects,"(330, 340]",3
B4N645,ASNA_DROWI,Drosophila willistoni (Fruit fly),3.6.-.-,335,ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase),Insects,"(330, 340]",3
B4P1R6,ASNA_DROYA,Drosophila yakuba (Fruit fly),3.6.-.-,336,ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase),Insects,"(330, 340]",3
Q6GNQ1,GET3_XENLA,Xenopus laevis (African clawed frog),3.6.4.-,342,"ATPase GET3 (EC 3.6.4.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Guided entry of tail-anchored proteins factor 3, ATPase)",Amphibians,"(340, 350]",3
Q0IIZ2,GET3_XENTR,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),3.6.4.-,342,"ATPase GET3 (EC 3.6.4.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Guided entry of tail-anchored proteins factor 3, ATPase)",Amphibians,"(340, 350]",3
Q6IND6,HMCES_XENLA,Xenopus laevis (African clawed frog),3.4.-.-; 4.-.-.-,336,Abasic site processing protein HMCES (EC 4.-.-.-) (Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein) (ES cell-specific 5hmC-binding protein) (Peptidase HMCES) (EC 3.4.-.-) (SRAP domain-containing protein 1),Amphibians,"(330, 340]",3
Q6P7N4,HMCES_XENTR,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),3.4.-.-; 4.-.-.-,335,Abasic site processing protein HMCES (EC 4.-.-.-) (Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein) (ES cell-specific 5hmC-binding protein) (Peptidase HMCES) (EC 3.4.-.-) (SRAP domain-containing protein 1),Amphibians,"(330, 340]",3
Q2EEX4,ACCD_HELSJ,Helicosporidium sp. subsp. Simulium jonesii (Green alga),2.1.3.15,471,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15),Algae,"(470, 480]",2
P56293,ACCD_CHLVU,Chlorella vulgaris (Green alga),2.1.3.15,411,"Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)",Algae,"(410, 420]",2
Q7LZG1,ACES_NAJOX,Naja oxiana (Central Asian cobra) (Oxus cobra),3.1.1.7,181,Acetylcholinesterase (AChE) (EC 3.1.1.7),Reptiles,"(180, 190]",3
W4VSJ0,ACES_TRILK,Trittame loki (Brush-footed trapdoor spider),3.1.1.7,559,Acetylcholinesterase-1 (AChE) (EC 3.1.1.7),Arachnids,"(550, 560]",3
A0A084AFG8,SAT19_STACB,Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold) (Stilbospora chartarum),2.3.1.-,230,Acetyltransferase (EC 2.3.1.-) (Satratoxin biosynthesis SC3 cluster protein 19),Protists,"(220, 230]",2
A0A0D1CRC9,MAT1_MYCMD,Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis),2.3.1.-,534,Acetyltransferase MATC1 (EC 2.3.1.-) (Mannosylerythritol lipids (MELs) biosynthesis cluster protein MAT1),Protists,"(530, 540]",2
P81243,PA2A_BOTJA,Bothrops jararaca (Jararaca) (Bothrops jajaraca),3.1.1.4,124,Acidic phospholipase A2 (svPLA2) (EC 3.1.1.4) (BJ-PLA2) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(120, 130]",3
P84651,PA2A_LACST,Lachesis stenophrys (Central American bushmaster),3.1.1.4,122,Acidic phospholipase A2 (svPLA2) (EC 3.1.1.4) (LSPA-1) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(120, 130]",3
P86907,PA2A_BOTAM,Bothrops ammodytoides (Yararanata) (Patagonian lancehead),3.1.1.4,122,Acidic phospholipase A2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(120, 130]",3
Q9I8F8,PA2A_BOTPC,Bothrops pictus (Desert lancehead),3.1.1.4,122,Acidic phospholipase A2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(120, 130]",3
Q7SID6,PA2A_DEIAC,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),3.1.1.4,123,Acidic phospholipase A2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(120, 130]",3
Q7LZQ4,PA2A_GLOUS,Gloydius ussuriensis (Ussuri mamushi) (Gloydius blomhoffii ussuriensis),3.1.1.4,124,Acidic phospholipase A2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(120, 130]",3
Q9DF56,PA2A_OPHHA,Ophiophagus hannah (King cobra) (Naja hannah),3.1.1.4,152,Acidic phospholipase A2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(150, 160]",3
P80966,PA2A1_OPHHA,Ophiophagus hannah (King cobra) (Naja hannah),3.1.1.4,151,Acidic phospholipase A2 1 (svPLA2) (EC 3.1.1.4) (APLA2-1) (OHV A-PLA2) (OHV-APLA2) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(150, 160]",3
Q75S48,PA2A1_BUNCA,Bungarus candidus (Malayan krait),3.1.1.4,152,Acidic phospholipase A2 1 (svPLA2) (EC 3.1.1.4) (PA2-I) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(150, 160]",3
Q7T2Q5,PA2A1_BUNFL,Bungarus flaviceps flaviceps (Red-headed krait),3.1.1.4,147,Acidic phospholipase A2 1 (svPLA2) (EC 3.1.1.4) (PA2-I) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(140, 150]",3
Q45Z30,PA2A1_TROCA,Tropidechis carinatus (Australian rough-scaled snake),3.1.1.4,151,Acidic phospholipase A2 1 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 1) (PLA-1),Reptiles,"(150, 160]",3
Q6SLM2,PA2A1_BUNCE,Bungarus caeruleus (Indian krait),3.1.1.4,137,Acidic phospholipase A2 1 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(130, 140]",3
Q91506,PA2A1_PROMU,Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus),3.1.1.4,122,Acidic phospholipase A2 1 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(120, 130]",3
Q9W7J4,PA2A1_PSETE,Pseudonaja textilis (Eastern brown snake),3.1.1.4,154,Acidic phospholipase A2 1 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Pt-PLA1),Reptiles,"(150, 160]",3
P86389,PA2A2_BOTAS,Bothrops asper (Terciopelo),3.1.1.4,124,Acidic phospholipase A2 2 (BaspPLA2-II) (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(120, 130]",3
Q9DF33,PA2A2_OPHHA,Ophiophagus hannah (King cobra) (Naja hannah),3.1.1.4,146,Acidic phospholipase A2 2 (svPLA2) (EC 3.1.1.4) (APLA2-2) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(140, 150]",3
P84397,PA2A2_BOTIN,Bothrops insularis (Golden lancehead) (Lachesis insularis),3.1.1.4,107,Acidic phospholipase A2 2 (svPLA2) (EC 3.1.1.4) (BinTX-II) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(100, 110]",3
Q7T2Q4,PA2A2_BUNFL,Bungarus flaviceps flaviceps (Red-headed krait),3.1.1.4,147,Acidic phospholipase A2 2 (svPLA2) (EC 3.1.1.4) (PA2-II) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(140, 150]",3
Q45Z29,PA2A2_TROCA,Tropidechis carinatus (Australian rough-scaled snake),3.1.1.4,151,Acidic phospholipase A2 2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 2) (PLA-2),Reptiles,"(150, 160]",3
Q91133,PA2A2_NAJAT,Naja atra (Chinese cobra),3.1.1.4,146,Acidic phospholipase A2 2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(140, 150]",3
P60044,PA2A2_NAJSG,Naja sagittifera (Andaman cobra),3.1.1.4,126,Acidic phospholipase A2 2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(120, 130]",3
Q9I968,PA2A2_PROMU,Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus),3.1.1.4,138,Acidic phospholipase A2 2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(130, 140]",3
P81478,PA2A2_CRAGM,Craspedocephalus gramineus (Bamboo pit viper) (Trimeresurus gramineus),3.1.1.4,122,Acidic phospholipase A2 2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Phospholipase A2 isozyme II) (PLA2-II),Reptiles,"(120, 130]",3
Q9W7J3,PA2A2_PSETE,Pseudonaja textilis (Eastern brown snake),3.1.1.4,154,Acidic phospholipase A2 2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Pt-PLA2),Reptiles,"(150, 160]",3
Q45Z28,PA2A3_TROCA,Tropidechis carinatus (Australian rough-scaled snake),3.1.1.4,151,Acidic phospholipase A2 3 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 3) (PLA-3),Reptiles,"(150, 160]",3
P60045,PA2A3_NAJSG,Naja sagittifera (Andaman cobra),3.1.1.4,126,Acidic phospholipase A2 3 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(120, 130]",3
P81480,PA2A3_CRAGM,Craspedocephalus gramineus (Bamboo pit viper) (Trimeresurus gramineus),3.1.1.4,122,Acidic phospholipase A2 3 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Phospholipase A2 isozyme III) (PLA2-III),Reptiles,"(120, 130]",3
Q45Z27,PA2A4_TROCA,Tropidechis carinatus (Australian rough-scaled snake),3.1.1.4,151,Acidic phospholipase A2 4 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 4) (PLA-4),Reptiles,"(150, 160]",3
P59170,PA2A4_ECHCS,Echis carinatus sochureki (Saw-scaled viper),3.1.1.4,139,Acidic phospholipase A2 4 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(130, 140]",3
Q6T179,PA2A4_NAJSG,Naja sagittifera (Andaman cobra),3.1.1.4,126,Acidic phospholipase A2 4 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(120, 130]",3
P81479,PA2A4_CRAGM,Craspedocephalus gramineus (Bamboo pit viper) (Trimeresurus gramineus),3.1.1.4,122,Acidic phospholipase A2 4 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Phospholipase A2 isozyme IV) (PLA2-IV),Reptiles,"(120, 130]",3
P82896,PA2A5_TRIST,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),3.1.1.4,122,Acidic phospholipase A2 5 (svPLA2) (EC 3.1.1.4) (PA2-Vb) (PLA2-V) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(120, 130]",3
P59171,PA2A5_ECHOC,Echis ocellatus (Ocellated saw-scaled viper),3.1.1.4,138,Acidic phospholipase A2 5 (svPLA2) (EC 3.1.1.4) (PLA2-Eoc79) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(130, 140]",3
Q45Z26,PA2A5_TROCA,Tropidechis carinatus (Australian rough-scaled snake),3.1.1.4,151,Acidic phospholipase A2 5 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 5) (PLA-5),Reptiles,"(150, 160]",3
P59172,PA2A5_ECHPL,Echis pyramidum leakeyi (Leakey's carpet viper) (Echis carinatus leakeyi),3.1.1.4,139,Acidic phospholipase A2 5 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(130, 140]",3
Q5G291,PA2A5_NAJSG,Naja sagittifera (Andaman cobra),3.1.1.4,125,Acidic phospholipase A2 5 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(120, 130]",3
Q8UW31,PA2A5_HYDHA,Hydrophis hardwickii (Hardwick's spine-bellied seasnake) (Lapemis hardwickii),3.1.1.4,152,Acidic phospholipase A2 57 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(150, 160]",3
Q45Z25,PA2A6_TROCA,Tropidechis carinatus (Australian rough-scaled snake),3.1.1.4,151,Acidic phospholipase A2 6 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 6) (PLA-6),Reptiles,"(150, 160]",3
P70088,PA2A6_CRAGM,Craspedocephalus gramineus (Bamboo pit viper) (Trimeresurus gramineus),3.1.1.4,138,Acidic phospholipase A2 6 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Phospholipase A2 isozyme VI) (PLA2-VI),Reptiles,"(130, 140]",3
Q5G290,PA2A6_NAJSG,Naja sagittifera (Andaman cobra),3.1.1.4,125,Acidic phospholipase A2 6 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Phospholipase A2 molecule B),Reptiles,"(120, 130]",3
Q2HZ28,PA2A_BOTER,Bothrops erythromelas (Caatinga lance head),3.1.1.4,138,Acidic phospholipase A2 BE-I-PLA2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(130, 140]",3
Q8QG87,PA2A_BOTIN,Bothrops insularis (Golden lancehead) (Lachesis insularis),3.1.1.4,138,Acidic phospholipase A2 BITP01A (svPLA2) (EC 3.1.1.4) (BinTX-I) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(130, 140]",3
Q802I1,PA2AB_BUNCA,Bungarus candidus (Malayan krait),3.1.1.4,142,Acidic phospholipase A2 Bc-PL (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(140, 150]",3
Q8AXY1,PA2A_BOTJR,Bothrops jararacussu (Jararacussu),3.1.1.4,138,Acidic phospholipase A2 BthA-1 (svPLA2) (EC 3.1.1.4) (BOJU-III) (BthA-I-PLA2) (Hypotensive phospholipase A2) (Phosphatidylcholine 2-acylhydrolase),Reptiles,"(130, 140]",3
